Frame,ThumbX1,ThumbY1,ThumbZ1,IndexX1,IndexY1,IndexZ1,MiddleX1,MiddleY1,MiddleZ1,RingX1,RingY1,RingZ1,PinkyX1,PinkyY1,PinkyZ1,ThumbX2,ThumbY2,ThumbZ2,IndexX2,IndexY2,IndexZ2,MiddleX2,MiddleY2,MiddleZ2,RingX2,RingY2,RingZ2,PinkyX2,PinkyY2,PinkyZ2
Video1,0.6049584746360779,0.6273676156997681,0.03377579152584076,0.6049584746360779,0.6273676156997681,0.03377579152584076,0.8360861539840698,0.6622868776321411,0.027787644416093826,0.8360861539840698,0.6622868776321411,0.027787644416093826,0.8918136358261108,0.7114723920822144,0.0129481740295887,0.8918136358261108,0.7114723920822144,0.0129481740295887,0.8744066953659058,0.7543078064918518,0.006737155374139547,0.8744066953659058,0.7543078064918518,0.006737155374139547,0.8241472244262695,0.8160651922225952,0.015662124380469322,0.8241472244262695,0.8160651922225952,0.015662124380469322
Video1,0.6049584746360779,0.6273676156997681,0.03377579152584076,0.6049584746360779,0.6273676156997681,0.03377579152584076,0.8360861539840698,0.6622868776321411,0.027787644416093826,0.8360861539840698,0.6622868776321411,0.027787644416093826,0.8918136358261108,0.7114723920822144,0.0129481740295887,0.8918136358261108,0.7114723920822144,0.0129481740295887,0.8744066953659058,0.7543078064918518,0.006737155374139547,0.8744066953659058,0.7543078064918518,0.006737155374139547,0.8241472244262695,0.8160651922225952,0.015662124380469322,0.8241472244262695,0.8160651922225952,0.015662124380469322
Video1,0.6048508286476135,0.6236305832862854,0.04978859797120094,0.6048508286476135,0.6236305832862854,0.04978859797120094,0.8360979557037354,0.6546204686164856,0.06462148576974869,0.8360979557037354,0.6546204686164856,0.06462148576974869,0.8916839361190796,0.706784725189209,0.054300688207149506,0.8916839361190796,0.706784725189209,0.054300688207149506,0.8742280006408691,0.7503525018692017,0.041890449821949005,0.8742280006408691,0.7503525018692017,0.041890449821949005,0.8275583982467651,0.8154760003089905,0.041554637253284454,0.8275583982467651,0.8154760003089905,0.041554637253284454
Video1,0.6048508286476135,0.6236305832862854,0.04978859797120094,0.6048508286476135,0.6236305832862854,0.04978859797120094,0.8360979557037354,0.6546204686164856,0.06462148576974869,0.8360979557037354,0.6546204686164856,0.06462148576974869,0.8916839361190796,0.706784725189209,0.054300688207149506,0.8916839361190796,0.706784725189209,0.054300688207149506,0.8742280006408691,0.7503525018692017,0.041890449821949005,0.8742280006408691,0.7503525018692017,0.041890449821949005,0.8275583982467651,0.8154760003089905,0.041554637253284454,0.8275583982467651,0.8154760003089905,0.041554637253284454
Video1,0.5963029861450195,0.6191247701644897,0.058197204023599625,0.5963029861450195,0.6191247701644897,0.058197204023599625,0.8380216956138611,0.6499279141426086,0.059753693640232086,0.8380216956138611,0.6499279141426086,0.059753693640232086,0.8926939964294434,0.706294059753418,0.053484510630369186,0.8926939964294434,0.706294059753418,0.053484510630369186,0.8727148771286011,0.7506532669067383,0.03782682493329048,0.8727148771286011,0.7506532669067383,0.03782682493329048,0.8293437361717224,0.8133864402770996,0.04001295194029808,0.8293437361717224,0.8133864402770996,0.04001295194029808
Video1,0.5963029861450195,0.6191247701644897,0.058197204023599625,0.5963029861450195,0.6191247701644897,0.058197204023599625,0.8380216956138611,0.6499279141426086,0.059753693640232086,0.8380216956138611,0.6499279141426086,0.059753693640232086,0.8926939964294434,0.706294059753418,0.053484510630369186,0.8926939964294434,0.706294059753418,0.053484510630369186,0.8727148771286011,0.7506532669067383,0.03782682493329048,0.8727148771286011,0.7506532669067383,0.03782682493329048,0.8293437361717224,0.8133864402770996,0.04001295194029808,0.8293437361717224,0.8133864402770996,0.04001295194029808
Video1,0.5950561165809631,0.6155469417572021,0.05505139008164406,0.5950561165809631,0.6155469417572021,0.05505139008164406,0.8391079902648926,0.6460307836532593,0.052952006459236145,0.8391079902648926,0.6460307836532593,0.052952006459236145,0.8913037776947021,0.7017858028411865,0.050386376678943634,0.8913037776947021,0.7017858028411865,0.050386376678943634,0.8733910322189331,0.7468948364257812,0.03485260531306267,0.8733910322189331,0.7468948364257812,0.03485260531306267,0.8303521275520325,0.8112249374389648,0.03618570417165756,0.8303521275520325,0.8112249374389648,0.03618570417165756
Video1,0.5950561165809631,0.6155469417572021,0.05505139008164406,0.5950561165809631,0.6155469417572021,0.05505139008164406,0.8391079902648926,0.6460307836532593,0.052952006459236145,0.8391079902648926,0.6460307836532593,0.052952006459236145,0.8913037776947021,0.7017858028411865,0.050386376678943634,0.8913037776947021,0.7017858028411865,0.050386376678943634,0.8733910322189331,0.7468948364257812,0.03485260531306267,0.8733910322189331,0.7468948364257812,0.03485260531306267,0.8303521275520325,0.8112249374389648,0.03618570417165756,0.8303521275520325,0.8112249374389648,0.03618570417165756
Video1,0.592565655708313,0.6118733286857605,0.05663903430104256,0.592565655708313,0.6118733286857605,0.05663903430104256,0.8354250192642212,0.6424667835235596,0.05357269197702408,0.8354250192642212,0.6424667835235596,0.05357269197702408,0.8912064433097839,0.6987922787666321,0.05132615938782692,0.8912064433097839,0.6987922787666321,0.05132615938782692,0.8718583583831787,0.743825376033783,0.03541761264204979,0.8718583583831787,0.743825376033783,0.03541761264204979,0.8313198685646057,0.8076483011245728,0.036504123359918594,0.8313198685646057,0.8076483011245728,0.036504123359918594
Video1,0.592565655708313,0.6118733286857605,0.05663903430104256,0.592565655708313,0.6118733286857605,0.05663903430104256,0.8354250192642212,0.6424667835235596,0.05357269197702408,0.8354250192642212,0.6424667835235596,0.05357269197702408,0.8912064433097839,0.6987922787666321,0.05132615938782692,0.8912064433097839,0.6987922787666321,0.05132615938782692,0.8718583583831787,0.743825376033783,0.03541761264204979,0.8718583583831787,0.743825376033783,0.03541761264204979,0.8313198685646057,0.8076483011245728,0.036504123359918594,0.8313198685646057,0.8076483011245728,0.036504123359918594
